	ANY	DATA_APROVACIO	DESCRIPCIO	NOM_CURT	NOM_OFICIAL	NOM_P	SEXE_P
4177	2001.0	14/03/2001	Miquel Tarradell i Mateu (Barcelona, 1920 - 1995). Arqueòleg. S'especialitzà en l'arqueologia catalana i publicà nombrosos treballs sobre excavacions i jaciments. Obtingué una càtedra a la Universitat de València que traslladà a la de Barcelona l'any 1970. Rebé el Premi d'Honor de les Lletres Catalanes i la Creu de Sant Jordi.	Pl Kõbe	Plaça de Kõbe	Miquel	M
4178	2001.0	14/03/2001	Carmen Tórtola Valencia (Sevilla, 1882 - Barcelona, 1955). Ballarina. Als tres anys començà a assistir a classes de dansa en un barri de Londres, on havien emigrat els seus pares i on debutà el 1902. Actuà a Viena, Berlín i París. El 1910 es presentà al Romea de Madrid i el 1912, al Novedades de Barcelona. Fou professora del Teatre d'Art de Munic fins al 1914.	Jard R Luxemburg	Jardins de Rosa Luxemburg	Carmen	F
4179	2001.0	14/03/2001	Pels germans Marià i Joan Rubió i Bellver. Marià Rubió i Bellver (Tarragona, 1862 - Niça, 1938). Militar i enginyer. Projectà la reforma de la fortalesa militar de Maó el 1883 i participà en la preparació de l'Exposició Universal de Barcelona del 1888. Establert a Barcelona, l'any 1904 col·laborà amb la companyia Tibidabo SA per a la renovació del funicular i la urbanització de la muntanya. El 1914 fou nomenat director general dels serveis d'enginyeria de l'Exposició Universal del 1929. Publicà nombrosos articles a La Vanguardia, que es recolliren el 1917 en un llibre, i altres obres. Joan Rubió i Bellver (Reus, 1871 - Barcelona, 1952). Arquitecte. Pertangué a la generació final del Modernisme i fou deixeble i col·laborador de Gaudí, amb qui treballà fins al 1905. Entre els edificis realitzats a Barcelona, en destaquen: el Frare Blanc, la casa Golferichs i la casa Isabel Pomar. Partidari de la Lliga Regionalista, col·laborà amb Prat de la Riba a la Diputació de Barcelona i després a la Mancomunitat. Fou regidor per Barcelona en les eleccions del 1905 i president del Cercle Artístic de Sant Lluc.	Pl Font del Roure	Plaça de la Font del Roure	Pels	i
4181	2001.0	18/05/2001	Pau Sabaté i Lliró (Algerri, 1884 - Barcelona, 1919). Sindicalista conegut amb el nom de Tero. Dirigent obrer, militant de la CNT i president del Sindicat de Tintorers. L'assassinaren pistolers de la patronal a la carretera de Montcada.	Pl Meguidó	Plaça de Meguidó	Pau	M
4183	2001.0	18/05/2001	María Zambrano Alarcón (Vélez-Màlaga, 1904 - Madrid, 1991). Escriptora, professora de filosofia i periodista. S'exilià a l'Amèrica Llatina el 1936. Exercí la docència a Mèxic (1939), l'Havana (1940 - 1943) i Puerto Rico. Posteriorment, s'establí a França i a Suïssa, i el 1984 tornà a Espanya. Publicà diverses obres en què expressà el seu pensament estructurat al voltant de l'esperança i de les connexions entre filosofia i poesia. L'any 1988 li fou concedit el premi Cervantes de literatura.	Fernando Pessoa	Carrer de Fernando Pessoa	María	F
4184	2003.0	24/01/2003	Laura Jane Addams (Cedarville, 1860 - Baltimore, 1935). Sociòloga i reformadora. Era pacifista, sufragista i militant a favor dels negres i dels immigrants. L'any 1889 fundà a Chicago, juntament amb la seva amiga Ellen G. Starr, un establiment social anomenat Hull House (construït per Charles Hull) que esdevingué un model per a altres establiments i un centre de gran activitat per a la reforma social. Com a defensora del vot femení, presidí la Lliga Internacional de Dones per la Pau i la Llibertat fins al 1929. L'any 1910 es convertí en la primera dona a ocupar la presidència de la Conferència Nacional del Treball Social als Estats Units. El 10 de desembre de 1931 li atorgaren el premi Nobel de la pau. Carrer que forma conjunt amb altres carrers de la zona relacionats amb la lluita per la pau i els drets humans.	Tarongers	Carrer dels Tarongers	Laura	F
4187	2002.0	26/07/2002	Francesc Boix i Campo (Barcelona, 1920 - París, 1951). Fotògraf de Mauthausen. L'any 1936 col·laborà en la redacció de Juliol, juntament amb Joaquim López Raimundo i Teresa Pàmies. Refugiat a França, al setembre de 1939 s'incorporà a la 28a Companyia de Treballadors Estrangers. Al maig de 1940, els alemanys el feren presoner i el deportaren al camp d'extermini de Mauthausen. El feren encarregat de la secció de revelatge de les fotografies que els alemanys feien per documentar la història del camp. Aprofità l'alliberament per realitzar un reportatge fotogràfic del camp que, juntament amb les fotografies que prengué als alemanys, constitueix un impressionant document gràfic dels fets. Fou testimoni en dos processos judicials contra els crims del genocidi nazi: als judicis de Nuremberg i al de Dachau contra seixanta-un criminals de guerra de Mauthausen. Els últims anys de la seva vida exercí de reporter a França, l'Alger, Praga, Budapest i Grècia. Carrer que forma conjunt amb d'altres de la zona relacionats amb la lluita per la pau i els drets humans.	Jard Hiroshima	Jardins d'Hiroshima	Francesc	M
4188	2001.0	18/05/2001	Maria Espinalt i Font (Barcelona, 1910 - 1981). Soprano. L'any 1931 va debutar al Gran Teatre del Liceu, on va actuar durant més de deu temporades. Fou considerada una primera figura de l'escena nacional i el Govern de la República la va guardonar amb el Llaç de l'orde d'Isabel la Catòlica.	Jard J Planas Alem	Jardins de Jaume Planas i Alemany	Maria	F
4189	2001.0	18/05/2001	Teresa Mañé i Miravent (Cubelles, 1865 - Perpinyà, 1939). Mestra i escriptora coneguda amb el pseudònim de Soledad Gustavo. El seu marit, Joan Montseny, conegut amb el nom de Federico Urales, i ella es convertiren en els intel·lectuals anarquistes més actius del país. Va dirigir la Revista Blanca i col·laborà en Tierra y Libertad.	Jard Laribal	Jardins de Laribal	Teresa	F
4191	2001.0	18/05/2001	Joaquima Raspall i Juanicó (Barcelona, 1877 - 1968). Mestra. Era coneguda popularment com a Donya Quimeta. Va exercir de mestra al Poblenou durant més de setanta anys i ensenyà a quatre generacions de noies del barri.	Ptge Elena Girol	Passatge d'Elena Girol	Joaquima	i
4198	2002.0	01/03/2002	Emma de Barcelona (?, 880/885 - Sant Joan de les Abadesses, 942). Primera abadessa del monestir de Sant Joan de Ter, que més tard s'anomenà de les Abadesses, el qual construïren per a ella els seus pares, els comtes Guifré i Guinedilda, el 885. Governà l'abadia a partir del 897 i el 899 obtingué del rei Carles el Simple un precepte d'immunitat i protecció. Fomentà la repoblació de la Catalunya central, aleshores totalment abandonada, i consagrà i dotà moltes esglésies. L'any 921 cedí els seus béns privats al monestir.	Pl Can Dragó	Plaça de Can Dragó	Emma	F
4199	2002.0	01/03/2002	Safo (Mitilene, VII aC - Lesbos, VI aC). Poetessa grega. Els seus versos es coneixen amb el nom d'epitalamis, estilització delicada de motius populars. A més, escriví uns famosos poemes adreçats a les noies que convivien amb ella. Gràcies a la seva poesia, eternitzà els instants del seu amor. Plató l'anomenà la desena musa.	Longitudinal 11	Carrer Longitudinal 11	Safo	i
4200	2002.0	01/03/2002	Fabià Puigserver i Plana (Olot, 1938 - Barcelona, 1991). Escenògraf i director teatral. Passà la seva infantesa a França i des del 1951 visqué a Polònia, on obtingué la llicenciatura d'escenografia a l'Escola Superior de Belles Arts de Varsòvia. El 1959, tornà a Barcelona, on finalment s'establí pel seu compte i realitzà decoracions per a grups teatrals. Obtingué el títol de llicenciat en escenografia per l'Institut del Teatre de Barcelona. Posteriorment, en fou director del Departament d'Escenografia i membre de la Comissió d'Estudis. Obtingué el Premi Nacional d'Escenografia, el 1975, la Internacional Medalla Los Angeles, la Medalla d'Or de Valladolid i del Cicle de Teatre Llatí de Barcelona. Fundà el Teatre Lliure de Barcelona, el 1976. Rebé el Premi FAD per les seves escenografies. L'any 1985 obtingué el premi Ciutat de Barcelona.	Gaziel	Carrer de Gaziel	Fabià	i
4203	2002.0	01/03/2002	Santa Magdalena Sofia Barat i Foufé (Joigny, 1779 - París, 1865). Fundadora de la Congregació de Religioses del Sagrat Cor. La seva consagració religiosa tingué lloc a París el 13 de novembre de 1801. Fundà una primera comunitat que es conegué amb el nom de Dames de la Instrucció Cristiana, però el restabliment de la monarquia a França va permetre fer oficial el nom de Sagrat Cor. La Santa Seu aprovà la congregació el 1826 i la comunitat s'estengué arreu del món. Fou canonitzada a Roma el 25 de maig de 1925.	Mérida	Carrer de Mérida	Santa	F
4205	2002.0	18/03/2002	Henriette Rosine Bernard (París, 1844 - 1923). Actriu coneguda amb el pseudònim de Sarah Bernhardt. Als quinze anys ingressà al Conservatori d'Art Escènic de París. El 1862 debutà a la Comèdia Francesa amb una obra de Racine; el 1867, al Teatre Odeon. Actuà en cent vint-i-cinc obres de teatre i un dels seus majors èxits fou La dama de les camèlies. Durant la guerra francoalemanya es retirà temporalment del teatre per dedicar-se a cuidar els ferits i els malalts. En acabar la guerra, fou contractada de nou per la Comèdia Francesa, on començà una carrera artística de grans èxits. Actuà en les principals ciutats d'Europa, Amèrica, Austràlia, l'Índia i Egipte. Entre l'any 1900 i l'any 1923, actuà en sis pel·lícules. El 1907 fou nomenada professora del Conservatori de París, i el 1914 li fou atorgada la Creu de la Legió d'Honor.	Campana Maquinista	Carrer de la Campana de La Maquinista	Henriette	F
4207	2002.0	22/03/2002	Bartomeu Robert i Yarzábal (Tampico, 1842 - Barcelona, 1902). Metge i polític. Metge de l'Hospital de la Santa Creu. El 1875 guanyà per oposició la càtedra de patologia mèdica. Fou membre de nombroses societats científiques d'Espanya i de l'estranger, presidí l'Acadèmia i el Laboratori de Ciències Mèdiques, i nombrosos congressos mèdics internacionals. Destacà en les epidèmies barcelonines de febre groga (1870) i del còlera (1885). Presidí l'Ateneu Barcelonès el 1881 - 1882 i el 1900 - 1901, i la Societat d'Amics del País el 1898 - 1899. En representació d'aquesta associació i juntament amb altres presidents d'entitats, lliurà, al novembre de 1898, a la reina Maria Cristina, un missatge en què es demanaven reformes que tendissin a la descentralització de Catalunya. El 1899 fou nomenat alcalde de Barcelona, però dimití a mitjan octubre arran del conflicte econòmic entre els fabricants catalans i el Govern. Aquesta dimissió li donà gran popularitat. En constituir-se la Lliga Regionalista, el 1901, en fou president.	Trens Maquinista	Carrer dels Trens de La Maquinista	Bartomeu	i
4211	2002.0	15/07/2002	Josep Munté i Rodríguez (Barcelona, 1913 - 1996). De jove milità a Estat Català. Participà en la creació del Front Nacional de Catalunya, fou detingut i empresonat. Els últims anys de la dictadura es va afiliar al Partit Socialista de Catalunya. Va fundar l'Associació de Veïns del barri de Sant Ramon Nonat, fou membre del Consell del Districte i nomenat Corsenc l'any 1996.	Pere Terré Domènec	Carrer de Pere Terré i Domènech	Josep	M
4213	2002.0	15/07/2002	Raimon Noguera i Guzman (Barcelona, 1897 - 1990). Jurista. Llicenciat en dret el 1917 i notari des de 1922. Exercí a Barcelona des de 1935 fins a la seva jubilació, el 1972. Arxiver i degà del Col·legi de Notaris de Catalunya. Fou membre de l'Acadèmia de Jurisprudència i Legislació de Catalunya i de l'Institut d'Estudis Catalans. Promotor i assessor jurídic de moltes institucions i fundacions culturals. La seva participació fou definitiva en la creació del Museu Picasso.	Pl Mina Grott	Plaça del Mina Grott	Raimon	M
4217	2003.0	24/01/2003	Ricard Zamora i Martínez (Barcelona, 1901 - 1978). Porter de futbol. Des del 1920, fou quaranta-sis vegades internacional. Jugà amb l'Espanyol de 1916 a 1919 i de 1922 a 1931; amb el FC Barcelona de 1919 a 1922, i amb el Real Madrid de 1931 a 1936. Exercí d'entrenador, de seleccionador nacional (1952) i de secretari tècnic de l'Espanyol des del 1957. També es dedicà al periodisme esportiu des del 1935.	Repúb Dominicana	Carrer de la República Dominicana	Ricard	M
4218	2005.0	10/05/2005	Francesc de Borja Moll i Casasnovas (Ciutadella, 1903 - Palma de Mallorca, 1991). Filòleg, dialectòleg i editor. Estudià humanitats, filosofia i teologia al seminari de la seva ciutat natal. Als tretze anys començà a escriure als diaris de Menorca. L'any 1920, Antoni Maria Alcover li va demanar que l'ajudés amb l'obra Diccionari català-valencià-balear. Va recórrer aquests territoris fent enquestes dialectals. L'any 1932, després de la mort del seu mentor, continuà com a únic redactor del diccionari. Obtingué nombroses vegades el premi de filologia de l'Institut d'Estudis Catalans i fou nomenat membre corresponent i coredactor del Butlletí de Dialectologia Catalana. Com a editor i promotor cultural, creà la Biblioteca Les Illes d'Or; més tard, l'Editorial Moll. Entre les seves obres destaquen la Gramàtica històrica catalana (1952) i Els llinatges catalans (1959). Doctor honoris causa per les universitats de Basilea, de Barcelona, de Palma de Mallorca, entre altres. Vicerector de l'Estudi General Lul·lià. L'any 1971 rebé el Premi d'Honor de les Lletres Catalanes; el 1983, la Medalla d'Or de la Generalitat de Catalunya, entre altres guardons.	Jard Sant Pau Camp	Jardins de Sant Pau del Camp	Francesc	M
4219	2005.0	10/05/2005	Anaïs Nin i Culmell (Neuilly-sur-Seine, 1903 - Los Angeles, 1977). Escriptora que tractà temes com el narcisisme, la sexualitat, la condició de la dona i les seves relacions amb el món des d'un punt de vista psicosocial. Als onze anys començà a escriure i descobrí en la literatura una sortida al seu drama íntim: la fascinació amorosa vers el seu pare, que els havia abandonat i el qual no va retrobar fins al 1933. Començà, aleshores, a escriure un diari que assolí unes 15.000 pàgines i que fou publicat parcialment fins al 1966. Després de passar l'adolescència a Nova York, es casà amb Hugh Guiler, un banquer, i tornà a França. L'any 1929 s'instal·là a Louveciennes, on completà el seu diari. La seva casa es convertí en un dels salons literaris i artístics més famosos dels anys trenta del segle XX. Entre 1934 i 1938 rebé a Henry Miller i la comunitat americana de París; així mateix, mantingué abundosa correspondència amb l'escriptor D. H. Lawrence. En retornar als Estats Units, es casà amb Rupert Pole, el seu darrer espòs i marmessor literari.	Pl Ovidi Montllor	Plaça d'Ovidi Montllor	Anaïs	F
4220	2005.0	10/05/2005	Josep Narcís Roca i Ferreras (Barcelona, 1835 - 1891). Metge, farmacèutic, escriptor i teòric nacionalista d'esquerres. Fundà i dirigí revistes especialitzades, però dedicà tots els seus estudis a la qüestió nacional catalana. Fou el primer que es referí al catalanisme com a nacionalisme i que utilitzà l'expressió Països Catalans. També fou el primer de proposar la creació de la Mancomunitat. Destaca la defensa aferrissada que va fer de la independència de Catalunya, la qual va relacionar amb l'alliberament de les classes socials oprimides; tesi fonamental del seu nacionalisme d'esquerres i progressista.	Pl Matemàtiques	Plaça de les Matemàtiques	Josep	M
4221	2005.0	10/05/2005	Pierre Vilar i Vidal (Frontinhan, 1906 - Donapaleu, 2003). Historiador. Professor de l'Institut Francès a Barcelona de 1934 a 1936 i de 1945 a 1957. L'any 1965 fou nomenat catedràtic de la Sorbona. Començà estudiant geografia i s'adonà que, en el cas de Barcelona, era necessari incloure els factors històrics. A aquest estudi, hi afegí l'estudi retrospectiu de l'economia. Tots els seus estudis desembocaren en una teoria de la història total. Entre les seves obres destaquen: Catalunya dins de l'Espanya Moderna i la direcció de l'obra Història de Catalunya, en vuit volums. L'any 1979 fou nomenat doctor honoris causa per la Universitat de Barcelona. L'any 1987 rebé el premi Ramon Llull del Consell del Congrés de Cultura Catalana; el 1996, la Medalla d'Or de la Ciutat, i l'any 2000, la Medalla d'Or de la Generalitat de Catalunya.	Av Carrilet	Avinguda del Carrilet	Pierre	M
